"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","A1101","A110101","A110102","A1102","A110201","A110202","A1231","A161001","A1700","A5101","A5102","A5103","A5104","A6101","A6102","A6103","A6104","A6105","A6106","A6107","A7101","A9101","A9201"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","A110101_Total population (Male)[person]","A110102_Total population (Female)[person]","A1102_Japanese population (Both sexes)[person]","A110201_Japanese population (Male)[person]","A110202_Japanese population (Female)[person]","A1231_Median age[age]","A161001_Ratio of never married persons (population 15 years old and over)[%]","A1700_Foreigners (Total)[person]","A5101_Number of in-migrants from other municipalities[person]","A5102_Number of out-migrants to other municipalities[person]","A5103_Number of in-migrants from other prefectures (All nationalities)[person]","A5104_Number of out-migrants to other prefectures (All nationalities)[person]","A6101_Population not working or going to school[person]","A6102_Population working or schooling in the same shi, ku, machi or mura[person]","A6103_Outflow population (Population working or schooling in other shi, ku, machi or mura of the same prefecture)[person]","A6104_Outflow population (Population working or schooling in other prefecture)[person]","A6105_Inflow population (Population living in another shi, ku, machi or mura of the same prefecture)[person]","A6106_Inflow population (Population living in another prefecture)[person]","A6107_Daytime population[person]","A7101_Number of households (Total)[households]","A9101_Marriages[pairs]","A9201_Divorces[pairs]"
"2015100000","2015","24207","Mie-ken Suzuka-shi","","196,403","97,500","98,903","189,087","94,124","94,963","44.9","25.56734","4,314","5,454","5,994","***","***","65,891","81,257","32,091","4,621","24,671","1,695","186,057","77,725","1,007","398"
"2015100000","2015","24208","Mie-ken Nabari-shi","","78,795","37,908","40,887","78,217","37,667","40,550","49.2","22.40605","458","1,999","2,403","***","***","29,959","30,014","9,349","6,964","4,240","2,166","68,888","30,595","371","159"
"2015100000","2015","24209","Mie-ken Owase-shi","","18,009","8,382","9,627","17,879","8,345","9,534","59.4","18.21665","123","481","665","***","***","8,130","8,282","1,217","113","1,844","93","18,616","8,660","60","28"
"2015100000","2015","24210","Mie-ken Kameyama-shi","","50,254","25,226","25,028","48,396","24,319","24,077","44.9","23.75239","1,619","1,518","1,634","***","***","17,096","17,873","10,539","907","10,707","1,276","50,791","19,945","226","87"
"2015100000","2015","24211","Mie-ken Toba-shi","","19,448","9,082","10,366","19,278","9,053","10,225","55.8","23.34713","165","435","678","***","***","7,011","9,060","2,720","89","3,809","189","20,637","7,730","71","19"
"2015100000","2015","24212","Mie-ken Kumano-shi","","17,322","7,946","9,376","17,247","7,935","9,312","60.1","19.98069","63","511","647","***","***","8,348","6,988","1,230","524","1,781","317","17,666","8,151","74","19"
"2015100000","2015","24214","Mie-ken Inabe-shi","","45,815","23,220","22,595","44,505","22,499","22,006","45.9","27.33745","1,168","1,346","1,525","***","***","14,936","19,141","8,197","1,497","11,719","1,868","49,708","17,106","218","65"
"2015100000","2015","24215","Mie-ken Shima-shi","","50,341","23,336","27,005","49,935","23,208","26,727","56.6","21.09161","226","866","1,345","***","***","20,576","22,817","5,324","293","1,854","130","46,708","20,057","180","76"
"2015100000","2015","24216","Mie-ken Iga-shi","","90,581","43,932","46,649","87,286","42,169","45,117","51.2","23.00378","3,281","2,296","2,733","***","***","35,362","45,397","5,279","3,659","9,632","4,151","95,426","33,651","378","172"
"2015100000","2015","24303","Mie-ken Kisosaki-cho","","6,357","3,153","3,204","6,165","3,038","3,127","51.1","25.75944","192","161","196","***","***","2,122","1,818","697","1,678","825","1,079","5,886","2,174","19","3"
"2015100000","2015","24324","Mie-ken Toin-cho","","25,344","12,353","12,991","24,859","12,125","12,734","49.0","22.65882","354","633","730","***","***","9,220","6,155","7,014","1,914","5,236","378","22,030","8,863","87","29"
"2015100000","2015","24341","Mie-ken Komono-cho","","40,210","19,584","20,626","39,640","19,268","20,372","45.4","24.29420","504","1,359","1,224","***","***","13,726","12,237","10,880","1,141","5,848","233","34,270","14,423","190","62"
"2015100000","2015","24343","Mie-ken Asahi-cho","","10,560","5,229","5,331","10,345","5,117","5,228","39.8","20.66199","85","509","372","***","***","3,504","2,471","3,100","910","2,632","173","9,355","3,852","68","15"
"2015100000","2015","24344","Mie-ken Kawagoe-cho","","14,752","7,577","7,175","14,383","7,349","7,034","40.5","27.57178","344","886","798","***","***","4,610","3,799","4,649","954","4,485","429","14,063","6,023","103","42"
"2015100000","2015","24441","Mie-ken Taki-cho","","14,878","7,275","7,603","14,807","7,255","7,552","51.2","21.82868","65","368","415","***","***","5,371","4,943","4,087","127","4,907","206","15,777","5,160","52","21"
"2015100000","2015","24442","Mie-ken Meiwa-cho","","22,586","10,738","11,848","22,439","10,686","11,753","48.6","21.23985","121","674","573","***","***","8,384","6,093","7,294","205","4,496","36","19,619","7,697","98","42"
"2015100000","2015","24443","Mie-ken Odai-cho","","9,557","4,520","5,037","9,499","4,513","4,986","58.2","20.82160","58","231","282","***","***","4,066","3,545","1,779","55","1,376","24","9,123","3,778","32","11"
"2015100000","2015","24461","Mie-ken Tamaki-cho","","15,431","7,406","8,025","15,270","7,388","7,882","45.9","22.54076","158","427","397","***","***","5,311","4,601","4,968","137","5,005","66","15,397","5,260","62","32"
"2015100000","2015","24470","Mie-ken Watarai-cho","","8,309","3,975","4,334","8,265","3,970","4,295","52.4","21.16598","43","179","196","***","***","3,184","2,203","2,804","72","1,015","14","6,462","2,626","25","11"
"2015100000","2015","24471","Mie-ken Taiki-cho","","8,939","4,183","4,756","8,862","4,149","4,713","62.2","18.92455","77","173","250","***","***","4,125","2,977","1,748","32","954","6","8,119","3,691","23","9"
"2015100000","2015","24472","Mie-ken Minamiise-cho","","12,788","5,974","6,814","12,745","5,963","6,782","64.5","17.66387","42","229","388","***","***","6,382","4,404","1,788","84","864","20","11,800","5,432","40","16"
"2015100000","2015","24543","Mie-ken Kihoku-cho","","16,338","7,579","8,759","16,121","7,491","8,630","60.5","19.82104","211","267","422","***","***","7,503","6,595","1,806","88","1,270","44","15,758","7,269","54","32"
"2015100000","2015","24561","Mie-ken Mihama-cho","","8,741","4,071","4,670","8,703","4,065","4,638","56.3","18.61100","38","273","277","***","***","3,521","3,332","1,395","461","1,276","257","8,418","3,862","35","15"
"2015100000","2015","24562","Mie-ken Kiho-cho","","11,207","5,220","5,987","11,132","5,213","5,919","53.8","20.03893","71","338","395","***","***","4,963","3,279","1,144","1,651","562","638","9,612","4,947","48","23"
"2015100000","2015","25201","Shiga-ken Otsu-shi","","340,973","164,799","176,174","336,584","162,650","173,934","45.3","26.12544","3,167","10,402","10,935","***","***","121,227","115,923","28,754","46,031","28,196","16,159","310,543","136,153","1,572","568"
"2015100000","2015","25202","Shiga-ken Hikone-shi","","113,679","56,090","57,589","111,315","54,939","56,376","43.9","27.07416","1,655","3,641","3,734","***","***","37,971","46,618","19,098","3,231","20,095","3,164","114,609","45,546","561","212"
"2015100000","2015","25203","Shiga-ken Nagahama-shi","","118,193","57,703","60,490","113,949","55,710","58,239","46.4","24.70801","2,391","2,262","2,782","***","***","41,220","58,452","10,529","2,507","9,658","1,376","116,191","41,788","547","175"
"2015100000","2015","25204","Shiga-ken Omihachiman-shi","","81,312","39,822","41,490","80,179","39,224","40,955","45.4","24.55588","1,037","2,310","2,584","***","***","29,844","25,421","19,120","3,549","14,634","915","74,192","29,784","427","122"
"2015100000","2015","25206","Shiga-ken Kusatsu-shi","","137,247","70,129","67,118","134,938","69,007","65,931","41.0","30.38621","1,437","7,015","5,877","***","***","43,339","44,978","24,121","12,669","33,535","12,964","146,956","60,224","655","223"
"2015100000","2015","25207","Shiga-ken Moriyama-shi","","79,859","39,315","40,544","79,037","38,897","40,140","42.1","24.66607","575","2,898","2,721","***","***","26,877","24,539","19,488","5,534","15,427","2,078","72,342","29,052","408","112"
"2015100000","2015","25208","Shiga-ken Ritto-shi","","66,749","33,186","33,563","65,815","32,719","33,096","39.9","24.93340","908","3,204","3,346","***","***","21,712","20,200","17,102","4,500","18,241","2,211","65,599","24,592","439","132"
"2015100000","2015","25209","Shiga-ken Koka-shi","","90,901","45,070","45,831","88,463","43,743","44,720","46.1","25.47060","2,237","2,117","2,610","***","***","30,691","40,742","12,532","3,567","13,067","2,250","90,119","32,366","408","145"
"2015100000","2015","25210","Shiga-ken Yasu-shi","","49,889","24,644","25,245","49,098","24,304","24,794","44.1","25.05973","332","1,773","1,857","***","***","17,362","14,595","12,498","3,276","13,986","1,385","49,486","18,143","258","81"
"2015100000","2015","25211","Shiga-ken Konan-shi","","54,289","28,117","26,172","52,206","27,066","25,140","43.4","28.69077","1,975","1,823","2,147","***","***","17,414","17,923","13,151","1,965","13,006","828","53,007","21,286","302","110"
"2015100000","2015","25212","Shiga-ken Takashima-shi","","50,025","24,460","25,565","49,607","24,265","25,342","52.2","23.81343","377","1,252","1,460","***","***","19,251","24,228","2,841","2,280","1,992","405","47,301","18,149","174","62"
"2015100000","2015","25213","Shiga-ken Higashiomi-shi","","114,180","56,601","57,579","111,678","55,282","56,396","44.9","25.60404","2,276","3,079","3,391","***","***","38,684","44,803","23,692","2,996","18,042","906","106,440","40,691","573","190"
"2015100000","2015","25214","Shiga-ken Maibara-shi","","38,719","18,825","19,894","38,324","18,671","19,653","47.8","24.11905","329","964","1,026","***","***","13,851","12,272","9,488","1,939","7,001","895","35,188","13,236","183","68"
"2015100000","2015","25383","Shiga-ken Hino-cho","","21,873","10,884","10,989","21,494","10,687","10,807","48.1","24.82224","301","623","685","***","***","7,642","7,325","5,621","390","5,545","307","21,714","7,728","105","37"
"2015100000","2015","25384","Shiga-ken Ryuo-cho","","12,434","6,516","5,918","12,300","6,435","5,865","44.4","28.55148","132","407","543","***","***","3,872","4,268","3,684","502","8,699","317","17,264","4,266","48","12"
"2015100000","2015","25425","Shiga-ken Aisho-cho","","20,778","10,325","10,453","20,186","10,008","10,178","41.3","24.72003","584","692","744","***","***","6,852","6,300","6,345","451","6,168","215","20,365","7,209","99","31"
"2015100000","2015","25441","Shiga-ken Toyosato-cho","","7,422","3,595","3,827","7,304","3,540","3,764","45.1","25.90622","101","283","249","***","***","2,977","1,752","2,248","104","2,052","36","7,158","2,606","36","20"
"2015100000","2015","25442","Shiga-ken Kora-cho","","7,039","3,367","3,672","6,992","3,346","3,646","49.9","23.64743","43","139","194","***","***","2,662","1,642","2,162","130","2,013","51","6,811","2,310","30","15"
"2015100000","2015","25443","Shiga-ken Taga-cho","","7,355","3,493","3,862","7,326","3,486","3,840","52.3","22.67606","29","187","173","***","***","2,935","2,095","2,153","158","3,270","117","8,431","2,421","30","6"
"2015100000","2015","26100","Kyoto-fu Kyoto-shi","","1,475,183","699,748","775,435","1,412,924","670,798","742,126","45.6","32.82150","34,608","69,991","68,362","***","***","474,996","390,110","294,973","72,259","350,516","149,749","1,608,216","705,874","7,701","2,563"
"2015100000","2015","26101","Kyoto-fu Kyoto-shi Kita-ku","","119,474","56,984","62,490","113,823","54,178","59,645","46.6","33.44031","2,339","4,969","4,757","***","***","37,305","34,162","26,898","3,991","23,796","13,788","126,169","56,804","476","152"
"2015100000","2015","26102","Kyoto-fu Kyoto-shi Kamigyo-ku","","85,113","39,212","45,901","79,894","36,694","43,200","44.6","38.92972","2,158","4,821","4,591","***","***","24,729","23,497","19,678","3,375","26,849","13,940","102,849","46,849","313","134"
"2015100000","2015","26103","Kyoto-fu Kyoto-shi Sakyo-ku","","168,266","81,338","86,928","159,595","76,956","82,639","44.9","36.12649","5,147","7,380","7,289","***","***","53,627","51,416","28,709","6,835","28,955","17,214","178,891","83,423","683","249"
"2015100000","2015","26104","Kyoto-fu Kyoto-shi Nakagyo-ku","","109,341","50,377","58,964","107,342","49,459","57,883","44.4","38.96653","1,916","7,489","7,053","***","***","31,220","28,130","22,458","5,730","58,527","18,470","158,150","59,085","688","181"
"2015100000","2015","26105","Kyoto-fu Kyoto-shi Higashiyama-ku","","39,044","16,694","22,350","37,377","15,961","21,416","49.8","37.88297","757","2,258","2,353","***","***","12,404","10,460","7,128","1,673","17,363","7,590","55,196","21,381","182","55"
"2015100000","2015","26106","Kyoto-fu Kyoto-shi Shimogyo-ku","","82,668","37,933","44,735","78,160","35,939","42,221","42.2","37.61394","1,757","6,441","6,139","***","***","22,413","20,285","15,987","4,870","53,025","23,736","138,572","47,206","583","168"
"2015100000","2015","26107","Kyoto-fu Kyoto-shi Minami-ku","","99,927","49,725","50,202","94,703","47,407","47,296","44.7","33.56728","4,913","5,944","5,174","***","***","31,511","26,277","17,927","5,287","45,566","14,929","137,208","47,094","717","214"
"2015100000","2015","26108","Kyoto-fu Kyoto-shi Ukyo-ku","","204,262","96,673","107,589","196,292","93,149","103,143","46.3","30.50446","4,676","8,366","8,308","***","***","66,465","53,813","44,035","7,722","29,115","9,522","191,142","94,525","1,037","313"
"2015100000","2015","26109","Kyoto-fu Kyoto-shi Fushimi-ku","","280,655","134,441","146,214","270,861","129,894","140,967","45.9","30.63535","7,119","11,032","11,042","***","***","96,187","72,557","51,554","14,481","41,464","18,163","274,247","125,947","1,526","565"
"2015100000","2015","26110","Kyoto-fu Kyoto-shi Yamashina-ku","","135,471","64,273","71,198","131,984","62,569","69,415","47.1","29.11213","1,722","4,873","4,995","***","***","47,600","33,112","24,252","8,831","11,781","9,093","123,262","60,451","682","267"
"2015100000","2015","26111","Kyoto-fu Kyoto-shi Nishikyo-ku","","150,962","72,098","78,864","142,893","68,592","74,301","45.7","27.00918","2,104","6,418","6,661","***","***","51,535","36,401","36,347","9,464","14,075","3,304","122,530","63,109","814","265"
"2015100000","2015","26201","Kyoto-fu Fukuchiyama-shi","","78,935","39,156","39,779","77,894","38,686","39,208","47.8","23.27848","729","2,532","2,879","***","***","28,005","40,653","4,574","1,753","6,642","4,182","83,432","32,170","423","151"
"2015100000","2015","26202","Kyoto-fu Maizuru-shi","","83,990","41,694","42,296","82,967","41,259","41,708","48.3","24.74088","789","3,441","4,020","***","***","31,769","42,576","3,717","1,792","2,788","1,498","82,767","34,709","398","149"
"2015100000","2015","26203","Kyoto-fu Ayabe-shi","","33,821","16,197","17,624","33,494","16,057","17,437","55.3","20.46205","258","841","1,016","***","***","13,684","14,581","4,560","291","5,427","425","34,822","13,766","130","35"
"2015100000","2015","26204","Kyoto-fu Uji-shi","","184,678","89,014","95,664","180,950","87,401","93,549","46.5","26.57445","2,106","5,324","6,407","***","***","66,775","47,602","40,055","9,903","21,808","6,143","162,671","73,317","764","322"
"2015100000","2015","26205","Kyoto-fu Miyazu-shi","","18,426","8,726","9,700","18,316","8,696","9,620","58.5","20.73733","105","528","612","***","***","7,806","7,767","2,450","83","3,674","124","19,691","7,738","56","34"
"2015100000","2015","26206","Kyoto-fu Kameoka-shi","","89,479","43,267","46,212","88,163","42,661","45,502","47.1","25.68151","662","2,141","2,559","***","***","31,396","31,500","17,695","3,285","6,296","1,748","76,543","33,915","377","161"
"2015100000","2015","26207","Kyoto-fu Joyo-shi","","76,869","36,952","39,917","76,242","36,615","39,627","49.0","25.56854","488","2,105","2,266","***","***","31,566","18,043","19,692","4,024","9,020","1,405","63,578","29,884","301","117"
"2015100000","2015","26208","Kyoto-fu Muko-shi","","53,380","25,387","27,993","52,895","25,148","27,747","46.0","25.62361","400","2,416","1,946","***","***","19,780","11,001","15,245","4,589","7,558","1,784","42,888","21,356","243","80"
"2015100000","2015","26209","Kyoto-fu Nagaokakyo-shi","","80,090","38,789","41,301","79,390","38,459","40,931","45.3","26.32674","512","3,271","2,980","***","***","30,749","20,207","16,938","9,404","12,693","6,938","73,379","32,491","376","134"
"2015100000","2015","26210","Kyoto-fu Yawata-shi","","72,664","35,212","37,452","71,936","34,822","37,114","47.5","25.69386","656","2,047","2,470","***","***","30,070","17,416","9,273","11,907","6,658","6,091","64,233","29,259","293","162"
"2015100000","2015","26211","Kyoto-fu Kyotanabe-shi","","70,835","34,728","36,107","69,195","33,867","35,328","41.8","29.82324","684","2,784","2,200","***","***","24,451","18,907","12,390","9,360","10,641","11,184","70,910","29,693","238","92"
"2015100000","2015","26212","Kyoto-fu Kyotango-shi","","55,054","26,353","28,701","54,711","26,268","28,443","54.4","19.95016","339","1,007","1,356","***","***","20,064","29,885","2,482","1,484","1,852","454","53,394","20,469","216","85"
"2015100000","2015","26213","Kyoto-fu Nantan-shi","","33,145","16,057","17,088","32,783","15,863","16,920","52.5","27.23989","204","1,055","1,246","***","***","11,939","13,307","5,764","596","6,770","1,089","34,644","12,783","106","43"
"2015100000","2015","26214","Kyoto-fu Kizugawa-shi","","72,840","34,805","38,035","72,165","34,484","37,681","43.3","23.01863","391","3,280","2,256","***","***","26,826","17,619","8,881","15,437","4,834","3,946","57,302","26,656","293","112"
