"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","F1101","F1102","F1103","F1104","F1105","F1106","F1107","F110701","F110702","F1108","F1109","F1110","F1111","F2401","F2402","F2403","F2404","F2705","F270501","F270502"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","F1101_(Population census) Population in labour force[person]","F1102_(Population census) Employed persons[person]","F1103_(Population census) Employed persons, mostly worked[person]","F1104_(Population census) Employed persons, worked besides doing housework[person]","F1105_(Population census) Employed persons, working besides mainly attending school[person]","F1106_(Population census) Employed persons, Absent from work[person]","F1107_(Population census) Unemployed persons[person]","F110701_(Population census) Unemployed persons (Male)[person]","F110702_(Population census) Unemployed persons (Female)[person]","F1108_(Population census) Population not in labour force[person]","F1109_(Population census) Population not in labour force, doing housework[person]","F1110_(Population census) Population not in labour force, attending school[person]","F1111_(Population census) Population not in labour force, others[person]","F2401_(Population census) No. of employees[person]","F2402_No. of board member of company, etc.[person]","F2403_No. of self-employed, employing others[person]","F2404_No. of self-employed, not employing others[person]","F2705_Commuters to other municipalities[person]","F270501_Commuters to other municipalities (Male)[person]","F270502_Commuters to other municipalities (Female)[person]"
"2015100000","2015","26343","Kyoto-fu Ide-cho","","3765","3474","2773","546","50","105","291","212","79","3131","1049","423","1659","2619","177","93","251","2025","1162","863"
"2015100000","2015","26344","Kyoto-fu Ujitawara-cho","","5068","4929","3903","853","89","84","139","109","30","3006","1106","595","1305","3776","220","138","441","2416","1516","900"
"2015100000","2015","26364","Kyoto-fu Kasagi-cho","","629","599","492","94","2","11","30","20","10","673","206","65","402","456","23","28","50","348","204","144"
"2015100000","2015","26365","Kyoto-fu Wazuka-cho","","2071","1933","1549","344","5","35","138","101","37","1543","618","136","789","1162","73","71","304","844","478","366"
"2015100000","2015","26366","Kyoto-fu Seika-cho","","16975","16393","12812","2911","404","266","582","371","211","12672","5338","2796","4538","13548","691","301","930","11463","7147","4316"
"2015100000","2015","26367","Kyoto-fu Minamiyamashiro-mura","","1339","1305","1028","237","14","26","34","20","14","1089","404","88","597","918","37","18","169","721","402","319"
"2015100000","2015","26407","Kyoto-fu Kyotamba-cho","","7442","7203","5697","1304","62","140","239","169","70","5481","1885","675","2921","4969","276","162","1089","2249","1452","797"
"2015100000","2015","26463","Kyoto-fu Ine-cho","","1048","1023","824","180","0","19","25","18","7","900","275","55","570","684","22","24","206","280","166","114"
"2015100000","2015","26465","Kyoto-fu Yosano-cho","","11474","11132","9411","1467","41","213","342","235","107","7198","1977","979","4242","7653","426","291","1532","3878","2379","1499"
"2015100000","2015","27100","Osaka-fu Osaka-shi","","1187973","1120195","920961","148707","21306","29221","67778","42805","24973","734921","276298","104208","354415","816293","62483","25183","70705","602847","348807","254040"
"2015100000","2015","27102","Osaka-fu Osaka-shi Miyakojima-ku","","46830","44395","36636","5883","808","1068","2435","1490","945","28111","11079","3889","13143","32872","2541","953","2658","26884","15366","11518"
"2015100000","2015","27103","Osaka-fu Osaka-shi Fukushima-ku","","34891","33473","28486","3785","511","691","1418","832","586","16372","7022","2448","6902","24663","2201","664","1748","19582","10788","8794"
"2015100000","2015","27104","Osaka-fu Osaka-shi Konohana-ku","","31289","29367","23987","4020","492","868","1922","1247","675","19072","7097","2478","9497","23051","1223","545","1696","15697","9373","6324"
"2015100000","2015","27106","Osaka-fu Osaka-shi Nishi-ku","","42832","40999","35214","4402","555","828","1833","931","902","16526","7522","2633","6371","26842","3352","1036","2466","20290","10856","9434"
"2015100000","2015","27107","Osaka-fu Osaka-shi Minato-ku","","36986","34852","28585","4723","554","990","2134","1415","719","23048","8341","3072","11635","26194","1782","724","2091","17993","10411","7582"
"2015100000","2015","27108","Osaka-fu Osaka-shi Taisho-ku","","30662","28749","23151","4234","463","901","1913","1262","651","20907","7384","2627","10896","21955","1356","665","2019","13943","8343","5600"
"2015100000","2015","27109","Osaka-fu Osaka-shi Tennoji-ku","","33669","32142","26489","4285","642","726","1527","852","675","17712","7620","3480","6612","21456","3251","1087","2011","18823","10335","8488"
"2015100000","2015","27111","Osaka-fu Osaka-shi Naniwa-ku","","27418","24996","21481","2318","419","778","2422","1371","1051","12687","4277","1409","7001","15340","1327","575","1426","11593","6385","5208"
"2015100000","2015","27113","Osaka-fu Osaka-shi Nishiyodogawa-ku","","43396","41055","33544","5802","736","973","2341","1534","807","27127","10474","3936","12717","32107","1659","755","2275","21919","13182","8737"
"2015100000","2015","27114","Osaka-fu Osaka-shi Higashiyodogawa-ku","","76734","71736","58813","9102","1967","1854","4998","3220","1778","47465","17167","7165","23133","54753","2591","1058","4057","39602","23541","16061"
"2015100000","2015","27115","Osaka-fu Osaka-shi Higashinari-ku","","37341","35359","29006","4839","594","920","1982","1233","749","21861","8253","3242","10366","25379","2120","920","2513","20531","11463","9068"
"2015100000","2015","27116","Osaka-fu Osaka-shi Ikuno-ku","","51890","48527","39753","6711","886","1177","3363","2232","1131","39117","12545","4863","21709","32041","2641","1490","4247","23216","13297","9919"
"2015100000","2015","27117","Osaka-fu Osaka-shi Asahi-ku","","38681","36462","29424","5226","854","958","2219","1515","704","28506","10547","3850","14109","26792","1844","836","2506","21975","12602","9373"
"2015100000","2015","27118","Osaka-fu Osaka-shi Joto-ku","","76405","72500","59240","10238","1332","1690","3905","2400","1505","47576","18909","7159","21508","55955","3483","1412","4391","46154","26339","19815"
"2015100000","2015","27119","Osaka-fu Osaka-shi Abeno-ku","","48244","45995","37180","6755","1006","1054","2249","1403","846","32560","13478","5593","13489","33198","3829","1417","2917","29021","16595","12426"
"2015100000","2015","27120","Osaka-fu Osaka-shi Sumiyoshi-ku","","65790","61761","49472","8954","1593","1742","4029","2642","1387","47483","17551","7106","22826","46216","3215","1298","3995","36549","21291","15258"
"2015100000","2015","27121","Osaka-fu Osaka-shi Higashisumiyoshi-ku","","54961","52021","41754","7764","1072","1431","2940","1950","990","40809","15251","5748","19810","37934","3156","1303","3914","30078","17478","12600"
"2015100000","2015","27122","Osaka-fu Osaka-shi Nishinari-ku","","38249","34696","27596","4554","508","2038","3553","2700","853","35739","8497","2568","24674","22917","1359","869","2707","15197","9205","5992"
"2015100000","2015","27123","Osaka-fu Osaka-shi Yodogawa-ku","","80606","76120","63958","8932","1390","1840","4486","2756","1730","42236","16612","5687","19937","56297","3400","1327","4024","38422","22909","15513"
"2015100000","2015","27124","Osaka-fu Osaka-shi Tsurumi-ku","","51107","48511","39114","7355","970","1072","2596","1630","966","31453","13092","5272","13089","38402","2307","878","2830","30107","18317","11790"
"2015100000","2015","27125","Osaka-fu Osaka-shi Suminoe-ku","","54419","51080","41095","7691","927","1367","3339","2146","1193","37918","14159","4907","18852","39858","2088","918","3050","25226","15154","10072"
"2015100000","2015","27126","Osaka-fu Osaka-shi Hirano-ku","","81394","76145","60839","11570","1641","2095","5249","3411","1838","60135","21908","8684","29543","56788","3598","1661","5315","39170","23641","15529"
"2015100000","2015","27127","Osaka-fu Osaka-shi Kita-ku","","57980","55252","47778","5417","853","1204","2728","1577","1151","24568","10138","3912","10518","37571","3983","1493","3329","23736","13002","10734"
"2015100000","2015","27128","Osaka-fu Osaka-shi Chuo-ku","","46199","44002","38366","4147","533","956","2197","1056","1141","15933","7375","2480","6078","27712","4177","1299","2520","17139","8934","8205"
"2015100000","2015","27140","Osaka-fu Sakai-shi","","385895","365836","293987","55813","7745","8291","20059","12974","7085","287634","114930","41439","131265","293517","17984","7370","22462","210895","131683","79212"
"2015100000","2015","27141","Osaka-fu Sakai-shi Sakai-ku","","69513","65735","53766","9153","1192","1624","3778","2495","1283","49203","18035","6486","24682","50935","3574","1490","4338","31048","19179","11869"
"2015100000","2015","27142","Osaka-fu Sakai-shi Naka-ku","","56945","53955","42961","8650","1208","1136","2990","2003","987","41268","16044","6381","18843","43017","2394","1079","3635","29679","19049","10630"
"2015100000","2015","27143","Osaka-fu Sakai-shi Higashi-ku","","39092","37129","29626","5766","891","846","1963","1261","702","30943","12792","4380","13771","30046","1752","731","2401","24651","15154","9497"
"2015100000","2015","27144","Osaka-fu Sakai-shi Nishi-ku","","63182","60054","48071","9369","1287","1327","3128","1999","1129","44236","18368","6740","19128","48375","2999","1202","3557","33861","21317","12544"
"2015100000","2015","27145","Osaka-fu Sakai-shi Minami-ku","","64478","60620","48227","9867","1144","1382","3858","2427","1431","57053","23200","7254","26599","49147","3317","1246","3386","36916","23173","13743"
"2015100000","2015","27146","Osaka-fu Sakai-shi Kita-ku","","74797","71318","57895","10138","1638","1647","3479","2203","1276","50575","20910","8155","21510","58739","2928","1224","3888","44765","27661","17104"
"2015100000","2015","27147","Osaka-fu Sakai-shi Mihara-ku","","17888","17025","13441","2870","385","329","863","586","277","14356","5581","2043","6732","13258","1020","398","1257","9975","6150","3825"
"2015100000","2015","27202","Osaka-fu Kishiwada-shi","","89136","84400","68101","12833","1693","1773","4736","3107","1629","66952","24746","10319","31887","66758","3561","1846","5723","40850","25559","15291"
"2015100000","2015","27203","Osaka-fu Toyonaka-shi","","183567","175364","140729","26322","4431","3882","8203","5142","3061","132807","55902","21775","55130","139529","10602","3680","10005","99846","63822","36024"
"2015100000","2015","27204","Osaka-fu Ikeda-shi","","46635","44628","35472","6909","1539","708","2007","1296","711","35508","14798","6257","14453","35735","2366","937","2590","26765","16644","10121"
"2015100000","2015","27205","Osaka-fu Suita-shi","","172098","165154","132975","23473","5330","3376","6944","4338","2606","119986","50923","22669","46394","135472","8923","2743","7833","97522","63402","34120"
"2015100000","2015","27206","Osaka-fu Izumiotsu-shi","","34966","33141","26782","4989","694","676","1825","1162","663","24402","9603","4323","10476","26605","1406","626","1936","19692","12296","7396"
"2015100000","2015","27207","Osaka-fu Takatsuki-shi","","157548","150214","120703","22660","3765","3086","7334","4809","2525","127317","49934","18125","59258","125811","5574","2364","7742","76991","51338","25653"
"2015100000","2015","27208","Osaka-fu Kaizuka-shi","","41730","39632","31795","6311","868","658","2098","1376","722","31079","11358","5017","14704","32317","1746","828","2620","22761","13924","8837"
"2015100000","2015","27209","Osaka-fu Moriguchi-shi","","63636","59699","48506","8620","1195","1378","3937","2615","1322","45383","17134","6319","21930","46281","2778","1285","4415","33823","20525","13298"
"2015100000","2015","27210","Osaka-fu Hirakata-shi","","177290","168905","134384","26510","4536","3475","8385","5362","3023","138443","54938","22653","60852","139815","6829","2800","9376","85752","56976","28776"
"2015100000","2015","27211","Osaka-fu Ibaraki-shi","","132735","126662","102225","18505","3554","2378","6073","3942","2131","94093","38548","16359","39186","106881","5826","1973","6454","72036","46501","25535"
"2015100000","2015","27212","Osaka-fu Yao-shi","","120085","113007","91668","17054","2434","1851","7078","4711","2367","92135","36303","13953","41879","88303","6420","2620","7602","53784","34772","19012"
"2015100000","2015","27213","Osaka-fu Izumisano-shi","","48343","45868","37184","6908","1035","741","2475","1598","877","34225","11977","5534","16714","36800","1989","1006","2872","21268","13558","7710"
"2015100000","2015","27214","Osaka-fu Tondabayashi-shi","","51953","49382","39226","7915","1339","902","2571","1675","896","43248","16749","7733","18766","39736","2607","1048","3122","29727","18223","11504"
"2015100000","2015","27215","Osaka-fu Neyagawa-shi","","107401","100735","81014","15070","2234","2417","6666","4424","2242","82336","31974","11097","39265","79984","4070","1967","6544","55745","35241","20504"
"2015100000","2015","27216","Osaka-fu Kawachinagano-shi","","45075","42772","33964","7212","924","672","2303","1533","770","43143","17389","5881","19873","34554","2080","814","2593","25218","16197","9021"
"2015100000","2015","27217","Osaka-fu Matsubara-shi","","54771","51172","41059","7919","1195","999","3599","2465","1134","43846","16501","6660","20685","40266","2359","1152","3792","28389","17804","10585"
"2015100000","2015","27218","Osaka-fu Daito-shi","","56492","52994","43045","7706","1272","971","3498","2341","1157","40613","15140","6756","18717","42877","2367","950","3289","29783","18613","11170"
"2015100000","2015","27219","Osaka-fu Izumi-shi","","84473","80374","64279","12876","1970","1249","4099","2652","1447","61799","24224","10983","26592","65482","3385","1588","4649","46007","29705","16302"
"2015100000","2015","27220","Osaka-fu Minoh-shi","","58997","56613","43987","9175","2426","1025","2384","1549","835","45462","19064","8933","17465","45198","4053","1302","3452","34955","22720","12235"
"2015100000","2015","27221","Osaka-fu Kashiwara-shi","","33216","31646","25228","4871","944","603","1570","1049","521","24572","9835","4483","10254","25235","1553","657","2094","18675","11417","7258"
"2015100000","2015","27222","Osaka-fu Habikino-shi","","52102","49412","39146","7968","1244","1054","2690","1788","902","41547","16093","6605","18849","39097","2499","1050","3607","29532","18478","11054"
"2015100000","2015","27223","Osaka-fu Kadoma-shi","","58186","54406","44179","7662","1036","1529","3780","2440","1340","39242","14465","5661","19116","41587","2163","1136","4279","27821","16948","10873"
"2015100000","2015","27224","Osaka-fu Settsu-shi","","42235","40171","32716","5708","875","872","2064","1366","698","25521","10182","4060","11279","32243","1772","685","2598","21910","13587","8323"
"2015100000","2015","27225","Osaka-fu Takaishi-shi","","26501","24691","20013","3707","524","447","1810","1171","639","21273","8335","3159","9779","20464","1120","483","1412","16373","9921","6452"
"2015100000","2015","27226","Osaka-fu Fujiidera-shi","","30279","28435","22856","4365","657","557","1844","1227","617","23549","9591","3636","10322","22587","1493","693","1966","18794","11483","7311"
"2015100000","2015","27227","Osaka-fu Higashiosaka-shi","","224878","212900","170904","31810","5165","5021","11978","7799","4179","153822","59041","25297","69484","159911","12206","4800","14741","82494","52102","30392"
"2015100000","2015","27228","Osaka-fu Sennan-shi","","27208","25609","20309","4389","475","436","1599","1053","546","23453","8353","3196","11904","20894","985","519","1691","14389","8974","5415"
"2015100000","2015","27229","Osaka-fu Shijonawate-shi","","25059","23705","18980","3838","540","347","1354","913","441","19035","7226","3233","8576","19123","1197","486","1591","16169","10015","6154"
"2015100000","2015","27230","Osaka-fu Katano-shi","","34867","33177","26353","5400","892","532","1690","1132","558","28677","11473","4958","12246","27814","1416","613","1958","22862","14219","8643"
